,name,top1,top5
156,"(0,4,5)",0.67924,0.87902
157,"(1,6,10)",0.68338,0.88086
158,"(2,6,9)",0.68308,0.8811
159,"(10,12,14)",0.68324,0.8812
160,"(0,11,14)",0.67922,0.87904
161,"(8,10,14)",0.68324,0.88184
162,"(3,5,8)",0.68308,0.88258
163,"(7,12,13)",0.68382,0.88144
164,"(0,4,13)",0.67918,0.87924
165,"(3,4,7)",0.6827,0.8821
166,"(4,7,11)",0.68424,0.88218
167,"(3,9,12)",0.6827,0.88232
168,"(1,5,14)",0.68282,0.88182
169,"(1,2,11)",0.68314,0.88138
170,"(1,9,14)",0.68294,0.8816
171,"(1,10,14)",0.68298,0.88134
172,"(3,5,13)",0.68236,0.88188
173,"(2,10,14)",0.68342,0.88178
174,"(1,4,8)",0.68298,0.88208
175,"(1,3,8)",0.68218,0.88236
176,"(6,12,14)",0.68352,0.88202
177,"(7,9,14)",0.68332,0.88182
178,"(2,7,14)",0.68374,0.88146
179,"(2,7,12)",0.68372,0.88102
180,"(5,8,10)",0.68384,0.88248
181,"(2,7,10)",0.68366,0.88092
182,"(2,7,9)",0.6838,0.88108
183,"(1,12,14)",0.68288,0.88158
184,"(6,7,8)",0.68376,0.88188
185,"(4,10,13)",0.68342,0.8816
186,"(10,11,12)",0.68398,0.8819
187,"(0,10,12)",0.67946,0.8784
188,"(0,1,9)",0.67698,0.87708
189,"(3,6,11)",0.68322,0.8824
190,"(5,7,10)",0.68362,0.88196
191,"(5,10,13)",0.6838,0.88224
192,"(5,10,12)",0.68412,0.88168
193,"(1,4,6)",0.68254,0.88102
194,"(2,3,8)",0.68342,0.88192
195,"(5,11,14)",0.68382,0.88244
196,"(0,2,13)",0.67776,0.87824
197,"(0,4,10)",0.67964,0.87918
198,"(5,6,11)",0.68396,0.88256
199,"(0,10,14)",0.67964,0.87896
200,"(5,6,10)",0.68382,0.88218
201,"(7,11,12)",0.6842,0.88208
202,"(10,11,14)",0.68338,0.88258
203,"(4,11,12)",0.68422,0.88186
204,"(0,2,11)",0.67838,0.87794
205,"(4,5,13)",0.68318,0.88176
206,"(2,4,14)",0.68348,0.88172
207,"(4,5,14)",0.68318,0.88264
208,"(0,1,8)",0.67734,0.87768
209,"(3,11,14)",0.68326,0.88214
210,"(3,4,12)",0.68328,0.88248
211,"(8,11,13)",0.6838,0.88316
212,"(3,7,13)",0.68222,0.8822
213,"(0,10,11)",0.67996,0.87926
214,"(1,4,13)",0.68314,0.88164
215,"(2,9,12)",0.68294,0.88116
216,"(0,5,13)",0.6796,0.8787
217,"(8,9,13)",0.68412,0.88228
218,"(2,3,12)",0.68298,0.88116
219,"(2,8,10)",0.68346,0.88138
220,"(2,6,12)",0.68346,0.88116
221,"(0,8,14)",0.68004,0.87958
222,"(4,12,14)",0.6836,0.8821
223,"(1,7,14)",0.68272,0.88174
224,"(3,9,14)",0.68278,0.88186
225,"(5,6,13)",0.6841,0.8823
226,"(0,6,12)",0.67944,0.87856
227,"(2,12,13)",0.68342,0.88086
228,"(2,3,9)",0.68332,0.88168
229,"(9,12,14)",0.68386,0.8817
230,"(5,10,14)",0.68446,0.88228
231,"(2,5,14)",0.68424,0.88182
232,"(2,3,13)",0.68292,0.88098
233,"(0,2,3)",0.67766,0.87792
234,"(1,2,10)",0.68288,0.88086
235,"(1,5,13)",0.6831,0.88168
236,"(0,9,11)",0.67986,0.87902
237,"(6,10,13)",0.68408,0.88142
238,"(1,7,9)",0.68258,0.88114
239,"(4,5,7)",0.6833,0.8817
240,"(1,9,12)",0.68328,0.88132
241,"(7,8,9)",0.68446,0.88202
242,"(0,2,7)",0.67844,0.8776
243,"(5,9,13)",0.68408,0.8821
244,"(1,5,11)",0.68362,0.88158
245,"(1,5,12)",0.68332,0.88156
246,"(0,3,12)",0.67916,0.87844
247,"(2,3,6)",0.6822,0.88158
248,"(5,9,14)",0.6836,0.88194
249,"(9,13,14)",0.6835,0.88156
250,"(6,8,13)",0.68326,0.8825
251,"(2,5,10)",0.6844,0.8816
252,"(0,7,9)",0.67984,0.87816
253,"(0,7,13)",0.67934,0.87854
254,"(1,4,11)",0.6835,0.88156
255,"(0,7,10)",0.67966,0.87858
256,"(6,10,11)",0.68322,0.88178
257,"(5,7,12)",0.68416,0.882
258,"(9,11,14)",0.68382,0.8817
259,"(1,8,10)",0.6835,0.88138
260,"(2,6,13)",0.68346,0.88098
261,"(6,10,14)",0.68356,0.88204
262,"(2,5,6)",0.68358,0.88162
263,"(0,2,10)",0.67898,0.87828
264,"(4,9,12)",0.6843,0.88172
265,"(1,2,4)",0.6814,0.88102
266,"(11,13,14)",0.68412,0.8819
267,"(5,6,12)",0.68464,0.88172
268,"(6,8,14)",0.68316,0.88238
269,"(1,13,14)",0.68288,0.8819
270,"(3,9,11)",0.68358,0.8822
271,"(3,4,9)",0.68338,0.88236
272,"(2,4,5)",0.68324,0.88164
273,"(2,3,5)",0.68352,0.88156
274,"(3,12,14)",0.68318,0.88244
275,"(0,5,12)",0.67922,0.87858
276,"(0,1,2)",0.67552,0.87584
277,"(1,4,5)",0.68232,0.88142
278,"(9,10,14)",0.68364,0.88134
279,"(1,5,9)",0.68252,0.88136
280,"(6,9,14)",0.6839,0.88228
281,"(7,9,13)",0.68422,0.8819
282,"(2,4,8)",0.68324,0.88188
283,"(4,8,13)",0.68354,0.88196
284,"(2,4,9)",0.68366,0.8814
285,"(0,5,10)",0.67944,0.87886
286,"(0,12,13)",0.67918,0.87858
287,"(9,10,13)",0.68382,0.88182
288,"(5,6,14)",0.6837,0.88252
289,"(2,10,13)",0.68376,0.88114
290,"(6,9,11)",0.68332,0.88178
291,"(6,7,12)",0.68386,0.88194
292,"(7,8,10)",0.68402,0.88238
293,"(3,10,11)",0.68326,0.88204
294,"(4,8,10)",0.6834,0.88172
295,"(1,3,5)",0.68218,0.88176
296,"(2,12,14)",0.6827,0.88114
297,"(0,2,4)",0.67762,0.87858
298,"(1,6,12)",0.68292,0.88142
299,"(2,9,14)",0.68328,0.88158
300,"(4,6,10)",0.68318,0.88152
301,"(0,4,12)",0.67928,0.87814
302,"(1,3,11)",0.68246,0.88188
303,"(3,7,11)",0.68356,0.8822
304,"(4,5,9)",0.68388,0.88216
305,"(3,12,13)",0.6832,0.88236
306,"(1,7,13)",0.68324,0.8816
307,"(6,7,14)",0.68352,0.88226
308,"(1,2,12)",0.6823,0.88064
309,"(3,8,10)",0.68246,0.88216
310,"(1,8,12)",0.68328,0.882
311,"(2,11,14)",0.68366,0.88146
312,"(3,8,12)",0.68378,0.88252
313,"(10,13,14)",0.68336,0.88218
314,"(3,8,11)",0.68328,0.88242
315,"(1,7,10)",0.68346,0.88118
316,"(1,8,9)",0.6825,0.88218
317,"(1,6,13)",0.68282,0.88116
318,"(1,11,14)",0.68334,0.88198
319,"(2,8,13)",0.68346,0.88154
320,"(1,10,11)",0.68348,0.88162
321,"(1,2,14)",0.68254,0.88146
322,"(0,9,10)",0.6791,0.8784
323,"(3,7,12)",0.68342,0.88206
324,"(2,3,7)",0.683,0.88162
325,"(7,10,14)",0.68366,0.88226
326,"(3,6,7)",0.68282,0.88172
327,"(0,5,7)",0.68028,0.87888
328,"(0,8,13)",0.6793,0.87968
329,"(0,7,11)",0.68004,0.8789
330,"(1,4,7)",0.68276,0.8816
331,"(6,8,11)",0.68376,0.88264
332,"(3,11,12)",0.6836,0.88202
333,"(0,7,12)",0.67928,0.87858
334,"(0,5,9)",0.67972,0.87884
335,"(0,3,10)",0.6792,0.8786
336,"(4,5,10)",0.68364,0.88194
337,"(3,7,9)",0.68292,0.88206
338,"(0,1,11)",0.67728,0.87776
339,"(4,7,13)",0.68296,0.88152
340,"(3,5,12)",0.68314,0.88212
341,"(3,6,14)",0.68278,0.8819
342,"(0,2,9)",0.67822,0.87776
343,"(6,11,12)",0.6838,0.88206
344,"(3,4,8)",0.68264,0.88272
345,"(1,3,12)",0.682,0.88166
346,"(5,8,12)",0.68426,0.8825
347,"(0,5,6)",0.67986,0.87832
348,"(2,8,14)",0.68362,0.88164
349,"(4,6,14)",0.68308,0.88186
350,"(3,9,10)",0.68298,0.88182
351,"(0,4,7)",0.67946,0.87874
352,"(4,7,14)",0.6828,0.88196
353,"(11,12,14)",0.6844,0.88198
354,"(7,13,14)",0.68378,0.88224
355,"(3,10,13)",0.68288,0.88202
356,"(4,6,8)",0.68358,0.88222
357,"(10,11,13)",0.68374,0.88212
358,"(6,7,13)",0.68332,0.88172
359,"(8,11,12)",0.6849,0.88228
360,"(1,6,7)",0.68258,0.88122
361,"(7,12,14)",0.68338,0.8814
362,"(0,11,13)",0.68004,0.87934
363,"(1,3,14)",0.68186,0.88182
364,"(7,8,11)",0.68402,0.88304
365,"(2,4,7)",0.68276,0.88166
366,"(5,7,11)",0.68394,0.88244
367,"(2,11,12)",0.6837,0.88152
368,"(6,8,12)",0.68394,0.88198
369,"(3,8,14)",0.68262,0.88258
370,"(7,11,13)",0.68372,0.88204
371,"(5,10,11)",0.68366,0.88224
372,"(0,8,12)",0.67956,0.87906
373,"(2,10,11)",0.68334,0.88168
374,"(1,9,13)",0.68306,0.88108
375,"(3,5,7)",0.68376,0.88202
376,"(1,5,6)",0.68292,0.88168
377,"(9,12,13)",0.68414,0.8819
378,"(4,6,12)",0.68388,0.88152
379,"(0,13,14)",0.67868,0.87924
380,"(1,2,8)",0.68238,0.8821
381,"(3,5,6)",0.6832,0.88186
382,"(4,5,8)",0.6835,0.88244
383,"(0,11,12)",0.68008,0.87918
384,"(2,9,13)",0.68352,0.88094
385,"(4,11,14)",0.68438,0.88232
386,"(4,8,12)",0.6837,0.88196
387,"(4,9,10)",0.68344,0.88174
388,"(5,6,8)",0.68412,0.8824
389,"(1,11,12)",0.68342,0.88136
390,"(0,3,9)",0.67876,0.87838
391,"(3,5,9)",0.68288,0.88164
392,"(3,6,10)",0.68246,0.88164
393,"(3,5,10)",0.68332,0.88198
394,"(5,12,14)",0.68476,0.88194
395,"(5,9,10)",0.68376,0.8825
396,"(8,10,12)",0.68368,0.88178
397,"(1,7,8)",0.68306,0.88202
398,"(0,4,8)",0.68022,0.87962
399,"(9,11,13)",0.68394,0.8821
400,"(0,9,14)",0.67902,0.879
401,"(1,2,3)",0.68232,0.88146
402,"(0,6,13)",0.67922,0.87864
403,"(4,8,14)",0.68292,0.88272
404,"(2,3,11)",0.68344,0.88196
405,"(1,4,9)",0.68238,0.8813
406,"(2,6,11)",0.6831,0.88146
407,"(1,6,14)",0.68246,0.88158
408,"(0,3,5)",0.67952,0.87844
409,"(8,9,11)",0.6847,0.88226
410,"(1,3,9)",0.68182,0.88112
411,"(4,7,10)",0.68266,0.8814
412,"(2,4,13)",0.68322,0.8811
413,"(3,7,14)",0.68282,0.8825
414,"(6,7,10)",0.68358,0.88152
415,"(8,9,14)",0.68366,0.88226
416,"(6,9,12)",0.68364,0.88176
417,"(0,4,6)",0.67962,0.87882
418,"(2,7,13)",0.68326,0.88096
419,"(8,12,14)",0.68336,0.88214
420,"(4,7,9)",0.68392,0.88168
421,"(5,12,13)",0.68442,0.88188
422,"(2,10,12)",0.68366,0.88096
423,"(4,5,6)",0.6833,0.8818
424,"(10,12,13)",0.68338,0.88142
425,"(3,6,13)",0.6829,0.88154
426,"(1,7,11)",0.68314,0.88166
427,"(0,3,8)",0.6794,0.87876
428,"(7,10,13)",0.6835,0.88176
429,"(0,6,7)",0.67956,0.87836
430,"(1,4,12)",0.68276,0.88144
431,"(1,9,11)",0.68374,0.882
432,"(4,8,9)",0.68326,0.88218
433,"(9,10,11)",0.68336,0.88184
434,"(2,5,12)",0.68406,0.88142
435,"(1,8,11)",0.68348,0.88226
436,"(2,5,7)",0.68384,0.88146
437,"(0,1,10)",0.67716,0.87716
438,"(3,13,14)",0.68224,0.8821
439,"(5,8,9)",0.684,0.88226
440,"(3,8,13)",0.68252,0.88216
441,"(5,8,14)",0.68352,0.88272
442,"(3,9,13)",0.683,0.88194
443,"(4,9,11)",0.68414,0.8819
444,"(0,8,11)",0.68036,0.8796
445,"(1,5,10)",0.6831,0.88104
446,"(4,12,13)",0.68418,0.88182
447,"(0,1,14)",0.67664,0.87722
448,"(0,6,8)",0.6801,0.8789
449,"(2,4,10)",0.6839,0.88126
450,"(2,6,7)",0.68356,0.88108
451,"(0,8,10)",0.68032,0.87922
452,"(0,1,7)",0.67712,0.8769
453,"(12,13,14)",0.68426,0.88166
454,"(8,12,13)",0.6838,0.88212
