n03733131,n04371774,n03888257,n03792972,n04507155,1,1
n02859443,n02793495,n03930313,n03776460,n03028079,0,0
n02980441,n03781244,n04486054,n03028079,n02825657,1,1
n04409515,n03929660,n07742313,n03445777,n03942813,1,1
n02655020,n02526121,n01950731,n01667778,n01496331,0,0
n12620546,n02226429,n01833805,n02229544,n01985128,0,1
n04286575,n02814860,n03903868,n03017168,n04418357,0,0
n02422699,n02423022,n02422106,n02417914,n02129165,1,1
n01608432,n01614925,n01560419,n01797886,n01833805,0,1
n07583066,n07697537,n07714990,n07718472,n07579787,0,1
n02123394,n02123159,n02123045,n02124075,n02127052,1,1
n04252077,n04252225,n02860847,n03218198,n04228054,1,1
n04004767,n03924679,n04442312,n03207941,n04265275,0,0
n02117135,n02116738,n02130308,n02132136,n02114855,1,1
n02106550,n02107142,n02088466,n02101006,n02105162,0,1
n03995372,n04037443,n03444034,n02791124,n04252225,0,1
n02137549,n02454379,n02444819,n02138441,n02077923,0,0
n03201208,n04548280,n04553703,n04423845,n04254120,0,0
n02319095,n07730033,n01914609,n01872401,n09256479,1,1
n07932039,n07920052,n04263257,n07930864,n03063599,1,1
n04254680,n03623198,n04120489,n04517823,n02098286,0,0
n02883205,n03825788,n03877472,n03935335,n03916031,0,0
n02319095,n02643566,n01984695,n09256479,n01981276,1,1
n04125021,n02971356,n04141975,n04372370,n03196217,1,1
n03954731,n07860988,n02808440,n04597913,n04493381,1,1
n09421951,n09428293,n09399592,n09332890,n02894605,1,1
n03110669,n04487394,n04286575,n04536866,n04355933,0,1
n02113712,n02102973,n02113799,n02113624,n02093859,0,1
n04069434,n04067472,n03976467,n03843555,n04465501,0,1
n03485407,n02992529,n03584254,n04074963,n02708093,1,1
n09421951,n09428293,n09332890,n02317335,n01664065,0,1
n02871525,n04200800,n03661043,n06596364,n03642806,0,1
n03602883,n04372370,n03891332,n03908714,n03976467,0,0
n01677366,n01693334,n01688243,n01694178,n01695060,1,1
n01950731,n02655020,n02526121,n01924916,n09256479,1,1
n07720875,n07718472,n07716358,n01729977,n01739381,0,0
n02115913,n02115641,n02119022,n02114712,n02119789,0,0
n02119022,n02119789,n02120505,n02115913,n02114712,1,1
n04086273,n04090263,n02749479,n03527444,n03995372,1,1
n03982430,n04201297,n02808440,n04493381,n03452741,0,1
n03733281,n04604644,n09468604,n04326547,n03388043,1,1
n02086079,n02096294,n02111129,n02106662,n02100877,0,1
n04550184,n03742115,n04239074,n03337140,n03016953,0,1
n03733805,n02815834,n07932039,n07930864,n03920288,1,1
n03063599,n02948072,n04442312,n07930864,n04560804,1,1
n07714990,n07715103,n09256479,n01914609,n02321529,1,1
n03854065,n03459775,n04040759,n03017168,n04590129,1,1
n04149813,n03983396,n03032252,n04204347,n03874293,1,1
n03786901,n03775546,n07930864,n04263257,n03062245,1,1
n03467068,n03976657,n03495258,n03733131,n03970156,1,1
n02087046,n02085620,n02091032,n02110806,n02086910,1,1
n04326547,n03530642,n03000134,n04435653,n03376595,1,1
n02100735,n02090721,n02097209,n02092002,n02097047,1,1
n03775546,n04263257,n07930864,n03786901,n04332243,1,1
n02104029,n02111500,n02111889,n02099601,n02109961,0,1
n03769881,n02814533,n02701002,n03895866,n03272562,0,1
n02097298,n02096177,n02097130,n02106382,n02093859,0,0
n02027492,n02033041,n02025239,n02128925,n01601694,1,1
n02110185,n02109961,n02110063,n02091467,n02114367,0,1
n02389026,n02403003,n02091244,n02110806,n02107312,1,1
n02106166,n02106030,n02097474,n02105855,n02102040,0,1
n02107683,n07615774,n02107574,n02102040,n02107908,0,0
n07590611,n03259280,n03400231,n04596742,n02939185,0,1
n07711569,n07860988,n07614500,n07831146,n07932039,1,1
n02837789,n04371430,n04136333,n03710637,n04371774,0,1
n03770679,n04065272,n03776460,n03769881,n02814533,0,0
n02128757,n02128925,n02123045,n02123159,n02129604,1,1
n04467665,n04461696,n03770679,n03594945,n04065272,1,1
n02120505,n02119789,n02119022,n02114855,n02115913,0,1
n01873310,n01737021,n02536864,n02444819,n01698640,1,1
n04399382,n03255030,n03476684,n02666196,n04153751,0,1
n02108422,n02093428,n02108915,n02125311,n02108089,0,1
n02165456,n02219486,n03804744,n03041632,n02843684,0,0
n03216828,n09332890,n02859443,n03095699,n03933933,0,1
n04125021,n04525305,n04239074,n02977058,n03902125,1,1
n01978287,n07836838,n07717410,n07871810,n01978455,1,1
n02643566,n01984695,n01950731,n09256479,n01914609,1,1
n04070727,n02815834,n01443537,n07614500,n03916031,0,0
n01560419,n01531178,n02006656,n02002556,n01592084,1,1
n03290653,n03347037,n03529860,n04330267,n04404412,1,1
n13037406,n01514859,n13052670,n12985857,n01514668,1,1
n04501370,n03384352,n03764736,n02747177,n02795169,0,0
n02231487,n02236044,n01694178,n01693334,n01739381,0,0
n02097130,n02106382,n02093859,n02113799,n02095570,0,1
n02777292,n04296562,n03888605,n03773504,n03535780,0,0
n03584254,n02992529,n03492542,n02978881,n03187595,0,0
n02489166,n02488291,n02494079,n02493509,n02500267,1,1
n02325366,n01877812,n02326432,n01797886,n01806567,0,0
n03584829,n04286575,n04074963,n04118776,n04118538,1,1
n07565083,n06359193,n07248320,n06785654,n02840245,1,1
n03868863,n03325584,n04209133,n02869837,n03188531,0,0
n02123597,n02124075,n02085620,n03935335,n04493381,1,1
n02883205,n03995372,n04317175,n03814639,n04536866,0,1
n02965783,n04404412,n02910353,n04355933,n04026417,1,1
n04482393,n04456115,n03944341,n04507155,n03888257,0,0
n02965783,n04286575,n04356056,n03692522,n04355933,1,1
n11879895,n12144580,n04326547,n13133613,n02980441,1,1
n01560419,n01833805,n01534433,n01592084,n01843065,1,1
n01775062,n01773549,n01774750,n01773797,n02229544,1,1
n03595614,n04443257,n04525305,n03983396,n03661043,1,1
n02110958,n02097130,n02093256,n02108915,n02102318,1,1
n03709823,n04026417,n03530642,n02769748,n02939185,1,1
n03291819,n03777754,n04357314,n02971356,n04074963,0,1
n03483316,n02951585,n03481172,n03109150,n03498962,0,1
n02100877,n02099601,n02102318,n02102177,n02091831,1,1
n01629819,n01632458,n01630670,n02276258,n01531178,1,1
n04049303,n02795169,n03134739,n03937543,n03983396,0,0
n02101388,n02105412,n02091244,n02088364,n02102177,1,1
n02106662,n03218198,n02096051,n02093754,n02106030,0,0
n01667114,n01955084,n01665541,n01667778,n02172182,1,1
n03598930,n03998194,n04033995,n02699494,n03223299,0,1
n01873310,n01774750,n02107312,n02233338,n01986214,0,1
n04296562,n03417042,n04310018,n09472597,n04613696,0,0
n02128757,n02128385,n02128925,n02127052,n02130308,1,1
n02793495,n03028079,n03457902,n02859443,n03930313,1,1
n09256479,n10565667,n02643566,n01978455,n01917289,1,1
n02607072,n01943899,n01950731,n03590841,n01914609,0,0
n02089867,n02089973,n02100236,n02101388,n02088632,0,1
n01983481,n01981276,n01985128,n03995372,n03272010,0,1
n04493381,n03388043,n03710637,n02808440,n02837789,0,1
n03255030,n02790996,n03535780,n03888605,n03976657,0,1
n03124043,n02100877,n03404251,n03201208,n03770439,0,1
n02137549,n02486410,n01882714,n02363005,n01877812,0,0
n04162706,n03814639,n07615774,n03720891,n04357314,0,1
n03045698,n04536866,n03494278,n02992211,n03110669,0,0
n01986214,n01980166,n02655020,n01985128,n01774750,1,1
n02412080,n02415577,n02408429,n02403003,n02437312,0,1
n01534433,n01592084,n01530575,n01580077,n01560419,1,1
n02093256,n02093428,n02113978,n02099712,n02109047,1,1
n04367480,n04251144,n02909870,n04033901,n03876231,0,0
n04550184,n03016953,n03018349,n03742115,n04548280,0,1
n12620546,n12267677,n12768682,n07768694,n01944390,1,1
n02877765,n03937543,n03314780,n03690938,n04118538,0,1
n03733805,n02909870,n03775546,n03133878,n03063599,0,0
n03776460,n03393912,n03697007,n02793495,n03899768,1,1
n10565667,n03759954,n03483316,n03476991,n02841315,1,1
n03207743,n04599235,n03188531,n02869837,n02730930,1,1
n02992529,n04074963,n03485407,n02978881,n04392985,1,1
n01631663,n13040303,n01630670,n01784675,n01728920,1,1
n03729826,n04376876,n04456115,n03666591,n04154565,1,1
n02099712,n02110185,n02099601,n02111500,n02113023,0,0
n04462240,n02776631,n07693725,n04399382,n03089624,1,1
n04442312,n01443537,n04049303,n04493381,n02808440,0,1
n02107574,n02091831,n02107908,n02108000,n02088632,0,1
n03874293,n03496892,n04428191,n03127925,n04204238,1,1
n04254120,n15075141,n03109150,n02840245,n04372370,0,0
n04238763,n02794156,n03706229,n04355338,n03447721,1,1
n07831146,n07584110,n07711569,n07579787,n04263257,0,1
n04428191,n03467068,n03982430,n04336792,n04613696,0,0
n02109961,n02090622,n02110063,n02110185,n02114548,0,1
n10565667,n03792782,n03888257,n09193705,n03944341,0,1
n04311004,n03933933,n04366367,n02825657,n04486054,1,1
n02788148,n03347037,n03891251,n04311004,n04099969,1,1
n02445715,n03483316,n02104365,n02441942,n02509815,1,1
n03590841,n01443537,n04286575,n02607072,n02007558,0,0
n06785654,n04591713,n07565083,n03598930,n02823428,0,0
n01631663,n13040303,n01644373,n02169497,n02165456,1,1
n07697537,n07579787,n02804414,n07880968,n07697313,0,0
n01828970,n01843065,n01531178,n01560419,n02011460,1,1
n02098105,n02412080,n02090721,n02113712,n02113799,0,0
n04554684,n03207941,n03761084,n04330267,n04070727,1,1
n03599486,n02791124,n03376595,n04311174,n02791270,1,1
n03595614,n06785654,n04074963,n04370456,n02963159,1,1
n02123394,n02328150,n02112350,n02110627,n02112018,1,1
n04515003,n03452741,n03854065,n03494278,n02672831,1,1
n02883205,n04350905,n04591157,n02669723,n03814639,0,1
n03720891,n02948072,n03062245,n03970156,n02107574,0,0
n02794156,n03841143,n04141975,n02708093,n04328186,1,1
n03344393,n03874293,n03673027,n03095699,n03662601,1,1
n04552348,n03773504,n04008634,n04266014,n02687172,0,1
n03197337,n04328186,n03196217,n02794156,n03706229,0,1
n04235860,n04370456,n04479046,n03877472,n03792972,0,1
n04428191,n03496892,n04465501,n03967562,n07802026,0,1
n01440764,n02526121,n02641379,n02504013,n01871265,1,1
n04465501,n04428191,n03496892,n03325584,n10565667,1,1
n03457902,n03991062,n04049303,n03598930,n02730930,1,1
n03126707,n03933933,n04366367,n02788148,n02950826,0,0
n01695060,n02127052,n01677366,n01737021,n01704323,0,0
n01749939,n01729977,n01739381,n02526121,n01751748,1,1
n01768244,n01955084,n03929660,n03717622,n01990800,1,1
n02088364,n02088238,n02101388,n02089867,n02099601,0,0
n03042490,n09246464,n01955084,n09468604,n03743016,0,0
n07590611,n04263257,n07711569,n03633091,n07932039,0,0
n02128925,n02128385,n02129604,n02130308,n02128757,0,1
n12985857,n13040303,n07753275,n13052670,n13133613,1,1
n03485794,n02808304,n15075141,n04476259,n03291819,1,1
n02408429,n02398521,n02504013,n02444819,n02132136,1,1
n01443537,n01632777,n01820546,n07747607,n01818515,1,1
n03590841,n02802426,n03196217,n03637318,n01910747,1,1
n07697537,n07584110,n07697313,n01980166,n02259212,1,1
n02823750,n02815834,n07892512,n03443371,n03544143,0,0
n03443371,n03062245,n04591713,n07892512,n03876231,1,1
n01491361,n01494475,n01484850,n02640242,n01496331,0,0
n09468604,n09246464,n09332890,n11879895,n09399592,1,1
n02814533,n03769881,n03770679,n02930766,n03459775,0,1
n03787032,n02791270,n02669723,n03372029,n02883205,0,0
n02526121,n01950731,n01924916,n02321529,n02655020,1,1
n02009912,n02051845,n02012849,n01855672,n02423022,0,0
n01622779,n01616318,n02480855,n02497673,n02490219,1,1
n01872401,n02346627,n01806567,n04367480,n03065424,1,1
n07745940,n07753592,n07718472,n07753113,n07742313,1,1
n03085013,n04264628,n04505470,n03255030,n02666196,1,1
n02445715,n02447366,n02098413,n02105855,n02098286,1,1
n02120505,n02119022,n02119789,n02114855,n02114712,1,1
n01665541,n02018795,n01751748,n01737021,n03804744,0,1
n04141327,n03250847,n03658185,n04154565,n03372029,1,1
n02443484,n02441942,n02443114,n02342885,n02490219,1,1
n02101006,n02106550,n02107142,n02108000,n02107574,0,0
n01608432,n01614925,n01824575,n01616318,n02013706,1,1
n01514668,n01514859,n01807496,n02437616,n01806567,1,1
n03160309,n09421951,n02894605,n09428293,n09332890,1,1
n04239074,n04550184,n02870880,n04590129,n03742115,0,0
n07715103,n07714990,n07714571,n07718472,n07718747,1,1
n02110958,n02108422,n02108915,n02437312,n02108089,1,1
n04141327,n02783161,n04154565,n03658185,n04579432,0,0
n03902125,n03710193,n04525305,n02977058,n03187595,1,1
n02909870,n02939185,n04204238,n03764736,n04026417,1,1
n01742172,n01744401,n01740131,n01755581,n01753488,0,1
n04532106,n03724870,n03617480,n02895154,n03404251,1,1
n02992529,n03529860,n03584254,n03290653,n04041544,0,0
n02493509,n02489166,n02486261,n02500267,n02492660,1,1
n10148035,n03787032,n03617480,n02883205,n02669723,1,1
n02165105,n02172182,n02167151,n01774384,n02190166,0,1
n02437616,n02115641,n01877812,n03868242,n02437312,1,1
n03062245,n03764736,n03916031,n04557648,n04254120,1,1
n03146219,n02769748,n04286575,n03208938,n02167151,0,1
n02871525,n03742115,n04070727,n02840245,n03661043,0,0
n02951358,n03873416,n04273569,n09332890,n02704792,1,1
n02130308,n02128385,n02128925,n02128757,n02127052,1,1
n04277352,n01944390,n04599235,n03134739,n03476684,1,1
n02096585,n02113186,n02106166,n02085620,n02105412,1,1
n04590129,n04589890,n04239074,n04201297,n03223299,0,1
n02965783,n02088364,n02087394,n04162706,n02088238,1,1
n03425413,n03908714,n04517823,n02992529,n03891332,0,0
n02804414,n03125729,n03131574,n02834397,n04235860,1,1
n02112137,n02112018,n02086079,n02108551,n02094114,1,1
n02007558,n02006656,n02051845,n02012849,n02009912,1,1
n03670208,n04461696,n03594945,n03930630,n03777568,1,1
n09421951,n09332890,n09428293,n09399592,n02894605,0,1
n03657121,n07930864,n03063599,n07892512,n07920052,1,1
n02480855,n02504013,n01871265,n02504458,n02104365,0,0
n02165105,n02190166,n02268853,n02168699,n02268443,1,1
n01669191,n01667778,n01667114,n01664065,n01744401,1,1
n02011460,n02033041,n02013706,n02012849,n02363005,1,1
n03710193,n02843684,n03425413,n03874599,n02909870,1,1
n03796401,n04467665,n03417042,n03662601,n03393912,1,1
n02916936,n02669723,n02730930,n02840245,n02667093,1,1
n03492542,n03777754,n04548362,n03871628,n04392985,1,1
n03223299,n03998194,n04033995,n03938244,n03649909,0,1
n03773504,n03126707,n04008634,n02690373,n04552348,0,1
n01824575,n01795545,n02017213,n01582220,n02037110,1,1
n01917289,n03733281,n02963159,n01729977,n03207743,1,1
n03461385,n02490219,n02494079,n04111531,n02776631,1,1
n03874293,n03344393,n03095699,n03216828,n03662601,1,1
n03272010,n04141076,n02676566,n04296562,n04536866,1,1
n02099429,n02099712,n02106550,n02099267,n02088632,0,1
n03743016,n03388043,n03042490,n02980441,n04486054,0,0
n04482393,n03785016,n03599486,n02835271,n03538406,0,0
n07716906,n07831146,n07579787,n07711569,n07717556,0,1
n02106382,n01883070,n02111277,n02105251,n02097298,0,0
n04254680,n04118538,n04507155,n03379051,n03888257,0,0
n04317175,n04370456,n03814639,n02963159,n04479046,0,0
n03743016,n04326547,n07802026,n02980441,n01871265,1,1
n02105505,n03404251,n04532106,n10148035,n02906734,1,1
n03649909,n03444034,n04482393,n03000684,n03496892,1,1
n03891251,n09835506,n04371774,n04509417,n03763968,0,0
n01910747,n01968897,n04033901,n01914609,n01443537,1,1
n03529860,n03782006,n04152593,n03180011,n04404412,1,1
n02992211,n02787622,n04536866,n02676566,n03884397,0,1
n02009912,n02012849,n02002556,n02006656,n02002724,0,1
n02011460,n01558993,n02281787,n01560419,n01530575,1,1
n02094114,n02094258,n02098413,n02096177,n02097474,1,1
n02950826,n04428191,n03874293,n03967562,n04465501,1,1
n02105855,n02106030,n02086910,n02112350,n02108551,1,1
n09288635,n09472597,n03388043,n09428293,n02894605,1,1
n01773797,n01773549,n01773157,n02206856,n04275548,1,1
n01774750,n01985128,n01770393,n01775062,n01984695,1,1
n07742313,n04409515,n07749582,n03445777,n07718472,0,1
n02002556,n04417672,n04435653,n02009912,n02437616,0,0
n02113799,n02113712,n02113624,n02104029,n02093647,1,1
n07697537,n02786058,n07615774,n07873807,n01943899,0,1
n02443484,n02441942,n02443114,n02445715,n02447366,1,1
n04483307,n02981792,n04612504,n03873416,n02951358,0,1
n03095699,n03216828,n03240683,n03126707,n03947888,1,1
n01664065,n01667778,n01744401,n01669191,n01667114,1,1
n02092002,n02114367,n02090721,n02114855,n02117135,1,1
n07711569,n12144580,n07716906,n07614500,n07715103,1,1
n02219486,n02165105,n02256656,n01980166,n01978455,1,1
n12144580,n13133613,n03530642,n07754684,n03207743,0,1
n02114548,n02114367,n02120079,n02111889,n02134084,1,1
n03529860,n02977058,n03290653,n04404412,n04152593,1,1
n02097298,n02111277,n02097130,n02104365,n02105056,1,1
n13133613,n12144580,n07615774,n03884397,n07753592,1,1
n03873416,n02951358,n03888605,n03535780,n04501370,0,0
n01537544,n01818515,n02879718,n01829413,n02009229,1,1
n01847000,n01855032,n02018207,n01855672,n09332890,1,1
n04428191,n03496892,n04465501,n04389033,n03478589,1,1
n02666196,n04423845,n03961711,n03729826,n03494278,1,1
n02236044,n02268443,n02226429,n02229544,n02219486,0,1
n03291819,n02799071,n02692877,n07565083,n02971356,1,1
n01828970,n01531178,n01833805,n01843383,n01560419,1,1
n04099969,n03376595,n03891251,n04501370,n03127925,1,1
n02747177,n02909870,n03259280,n03770679,n02795169,1,1
n07720875,n07718472,n07717410,n07747607,n07716358,1,1
n02088094,n02105251,n02098413,n02097474,n02105505,1,1
n02113712,n02113624,n02095570,n02113799,n02096051,0,1
n03710721,n03710637,n03770439,n02807133,n02837789,0,1
n04380533,n03637318,n02948072,n03887697,n03825788,0,1
n03942813,n03982430,n04201297,n02860847,n04023962,1,1
n02106382,n02105251,n02113799,n02093859,n02097130,0,1
n03794056,n02443484,n02107312,n02104365,n03954731,1,1
n02930766,n03977966,n04037443,n02701002,n02974003,1,1
n03977966,n02930766,n04487081,n03670208,n04461696,0,1
n03379051,n02910353,n03223299,n04026417,n03908618,0,0
n04467665,n03417042,n03796401,n04461696,n02701002,0,1
n03709823,n04026417,n03075370,n03874599,n04204238,1,1
n02097047,n02093859,n02097209,n02097298,n02110627,1,1
n03804744,n01704323,n01774750,n04606251,n04604644,0,1
n03938244,n04209239,n03877472,n04550184,n04235860,1,1
n01560419,n01580077,n01601694,n01592084,n01534433,1,1
n02097298,n02097130,n02097047,n02096177,n02110627,1,1
n02091635,n02096051,n02097474,n02105251,n02090721,1,1
n04367480,n02906734,n03141823,n03876231,n04277352,0,0
n07718747,n07730033,n02319095,n01914609,n02206856,1,1
n02417914,n02415577,n02412080,n02396427,n02397096,1,1
n03355925,n03888257,n04033901,n03976657,n01818515,1,1
n02445715,n02447366,n01795545,n01582220,n02497673,1,1
n02447366,n02445715,n02443114,n02110185,n02134418,0,1
n04371774,n03495258,n03599486,n02879718,n03899768,0,1
n04447861,n15075141,n03887697,n04254120,n03584254,1,1
n02099712,n02111500,n02099601,n02104029,n02110341,0,1
n03584829,n02692877,n03793489,n04579432,n03476684,1,1
n03977966,n02701002,n03417042,n03796401,n04065272,1,1
n04116512,n03729826,n03134739,n03676483,n03937543,1,1
n04019541,n03623198,n02802426,n04228054,n02860847,1,1
n04200800,n02791270,n04081281,n03992509,n04462240,1,1
n03743016,n01695060,n01698640,n04326547,n01697457,0,0
n02085936,n02086240,n02113624,n02098413,n02096437,1,1
n03992509,n07614500,n07860988,n07880968,n03920288,1,1
n02769748,n04235860,n04370456,n04229816,n03709823,1,1
n04613696,n04065272,n03776460,n03796401,n02727426,1,1
n01945685,n07716906,n13054560,n07718472,n07749582,0,1
n02086910,n02085782,n02106166,n02085620,n02112018,0,1
n07742313,n07718472,n07749582,n07747607,n07753592,0,1
n02948072,n04476259,n03485794,n02776631,n03958227,0,0
n02823750,n07920052,n03937543,n04131690,n07930864,0,0
n01860187,n02037110,n01855672,n02017213,n02002556,1,1
n03272010,n02676566,n06596364,n02787622,n03250847,1,1
n02814860,n03773504,n04008634,n04266014,n02825657,0,1
n04192698,n04090263,n04487394,n03379051,n03733131,0,1
n02028035,n02025239,n02037110,n02017213,n02033041,1,1
n01677366,n01694178,n01693334,n01688243,n01687978,1,1
n13037406,n13052670,n12985857,n01807496,n02442845,1,1
n04591713,n03876231,n02823428,n04067472,n03742115,0,1
n02095889,n02098286,n02096437,n02095314,n02085936,1,1
n04532670,n03781244,n04311004,n03877845,n04435653,1,1
n01582220,n02018207,n02018795,n01614925,n02002556,1,1
n03476684,n03929660,n04599235,n02877765,n03445777,1,1
n02395406,n03127925,n02536864,n02727426,n03794056,1,1
n04487394,n03970156,n03720891,n03110669,n02807133,1,1
n02443484,n02443114,n02441942,n02442845,n02342885,1,1
n02510455,n02134084,n02132136,n02488291,n02484975,1,1
n04550184,n03016953,n04201297,n03337140,n03018349,1,1
